,Fornecedor,Numero_Serial,Manutenção_Preventiva,Manutenção_Emergencial,Manutenção_Corretiva,total,data,Equipamentos,Manutenção preditiva
15758,TitanGear Equipamentos,5L1XX7OEOK,75.0,0.0,0.0,75.0,2024-01-04,Extrusora,0.0
15759,TitanGear Equipamentos,3DL2CFRSXV,2210.0,0.0,0.0,2210.0,2024-01-04,Extrusora,0.0
15760,TitanGear Equipamentos,W0NJQ31R1X,180.0,0.0,0.0,180.0,2024-01-04,Extrusora,0.0
15761,FusionGear Equipamentos,EYV3QAJDJY,0.0,0.0,31.0,31.0,2024-01-04,Máquina de Corte de Roupa,31.0
15762,FusionGear Equipamentos,C4XJ7BIMN4,3.0,0.0,15.0,18.0,2024-01-04,Máquina de Corte de Roupa,15.0
15763,FusionGear Equipamentos,QSIVUWM766,100.0,0.0,0.0,100.0,2024-01-04,Máquina de Corte de Roupa,0.0
15764,FusionGear Equipamentos,CWTYX73MP2,73.0,17.0,0.0,90.0,2024-01-04,Máquina de Corte de Roupa,0.0
15765,FusionGear Equipamentos,5ABSP0MLOH,2.0,0.0,0.0,2.0,2024-01-04,Máquina de Corte de Roupa,0.0
15766,FusionGear Equipamentos,2QGH0BZ3N4,35.0,0.0,0.0,35.0,2024-01-04,Máquina de Corte de Roupa,0.0
15767,FusionGear Equipamentos,2QRI1KM1WB,142.0,3.0,0.0,145.0,2024-01-04,Máquina de Corte de Roupa,0.0
15768,FusionGear Equipamentos,JP7Z8788R8,9.0,0.0,0.0,9.0,2024-01-04,Máquina de Corte de Roupa,0.0
15769,FusionGear Equipamentos,FU1GMG6VZ9,21.0,0.0,0.0,21.0,2024-01-04,Máquina de Corte de Roupa,0.0
15770,FusionGear Equipamentos,JUBBLTQ7KU,246.0,0.0,0.0,246.0,2024-01-04,Máquina de Corte de Roupa,0.0
15771,FusionGear Equipamentos,2LBETCSVJ7,104.0,0.0,0.0,104.0,2024-01-04,Máquina de Corte de Roupa,0.0
15772,FusionGear Equipamentos,DRXUTKT7SA,,,,,2024-01-04,Máquina de Corte de Roupa,
15773,FusionGear Equipamentos,AHD1IWFND5,,,,,2024-01-04,Máquina de Corte de Roupa,
15774,FusionGear Equipamentos,CTHBYJGLGH,19.0,0.0,0.0,19.0,2024-01-04,Máquina de Corte de Roupa,0.0
15775,FusionGear Equipamentos,0PSNQXE5UV,278.0,0.0,0.0,278.0,2024-01-04,Máquina de Corte de Roupa,0.0
15776,FusionGear Equipamentos,FZ9PQRFDJR,,,,,2024-01-04,Máquina de Corte de Roupa,
15777,CoreSteel Equipamentos,0DG359BLXX,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15778,CoreSteel Equipamentos,IJPBZI7XQ4,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15779,CoreSteel Equipamentos,XPKZES38JK,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15780,CoreSteel Equipamentos,VVR23Z4WW5,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15781,CoreSteel Equipamentos,8Y5BUDNM9X,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15782,CoreSteel Equipamentos,648P86VKVF,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Fibra,0.0
15783,PowerForce Equipamentos,RFXAIPJ2HX,84.0,0.0,0.0,84.0,2024-01-04,Compressores de Ar Refrigerado,0.0
15784,IronForge Equipamentos,5V09FBPEKH,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Moldeo por Compressão,0.0
15785,IronForge Equipamentos,0OD0BC8ZLF,,,,,2024-01-04,Máquina de Moldeo por Compressão,
15786,IronForge Equipamentos,ETI3CBULZ5,,,,,2024-01-04,Máquina de Moldeo por Compressão,
15787,MetalForge Equipamentos,W09FUW0EJG,,,,,2024-01-04,Misturador de Polímeros,
15788,MetalForge Equipamentos,38UCFV92XA,56.0,6.0,56.0,118.0,2024-01-04,Misturador de Polímeros,56.0
15789,MetalForge Equipamentos,79JQFZ1M1Z,,,,,2024-01-04,Misturador de Polímeros,
15790,MetalForge Equipamentos,Q8N014GDCD,,,,,2024-01-04,Misturador de Polímeros,
15791,MetalForge Equipamentos,51IQAYBHIP,,,,,2024-01-04,Misturador de Polímeros,
15792,MetalForge Equipamentos,Z9HQ83ZOQG,,,,,2024-01-04,Misturador de Polímeros,
15793,MetalForge Equipamentos,4BVGAFL6WI,,,,,2024-01-04,Misturador de Polímeros,
15794,MetalForge Equipamentos,SS82EQO910,,,,,2024-01-04,Misturador de Polímeros,
15795,MetalForge Equipamentos,SZNSXZV6L2,,,,,2024-01-04,Misturador de Polímeros,
15796,PrimeMax Equipamentos,XHE8IFY6A5,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15797,PrimeMax Equipamentos,89HMTF1EH9,6.0,0.0,1.0,7.0,2024-01-04,Máquina de Corte de Madeira,1.0
15798,PrimeMax Equipamentos,DD8MRAGST9,13.0,0.0,0.0,13.0,2024-01-04,Máquina de Corte de Madeira,0.0
15799,PrimeMax Equipamentos,JG8XTJBCFV,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15800,PrimeMax Equipamentos,8868QU28WG,,,,,2024-01-04,Máquina de Corte de Madeira,
15801,PrimeMax Equipamentos,5J80CPV7B5,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15802,PrimeMax Equipamentos,QY0H5F6SWL,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15803,PrimeMax Equipamentos,36DZFAUMMT,10.0,0.0,0.0,10.0,2024-01-04,Máquina de Corte de Madeira,0.0
15804,PrimeMax Equipamentos,6FQH2Q52OO,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15805,PrimeMax Equipamentos,D1WFJAB0OG,156.0,0.0,0.0,156.0,2024-01-04,Máquina de Corte de Madeira,0.0
15806,PrimeMax Equipamentos,BR78HTGOLT,86.0,0.0,0.0,86.0,2024-01-04,Máquina de Corte de Madeira,0.0
15807,PrimeMax Equipamentos,79MUVD3CKR,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15808,PrimeMax Equipamentos,C8W1XH0OON,,,,,2024-01-04,Máquina de Corte de Madeira,
15809,PrimeMax Equipamentos,LZND2MX1VL,,,,,2024-01-04,Máquina de Corte de Madeira,
15810,PrimeMax Equipamentos,PWHVCBS5P1,,,,,2024-01-04,Máquina de Corte de Madeira,
15811,PrimeMax Equipamentos,GQ5DB7EZHE,2.0,0.0,0.0,2.0,2024-01-04,Máquina de Corte de Madeira,0.0
15812,PrimeMax Equipamentos,AF8NNPLAD8,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Madeira,0.0
15813,PrimeMax Equipamentos,JS2NC23CLW,,,,,2024-01-04,Máquina de Corte de Madeira,
15814,PrimeMax Equipamentos,QA635SG9N8,0.0,0.0,10.0,10.0,2024-01-04,Máquina de Corte de Madeira,10.0
15815,PrimeMax Equipamentos,O85DGR5CF9,,,,,2024-01-04,Máquina de Corte de Madeira,
15816,PrimeMax Equipamentos,VYCI2PO4TT,,,,,2024-01-04,Máquina de Corte de Madeira,
15817,SteelWave Technologies,FT1NA6DNKJ,,,,,2024-01-04,Distribuidor de Fluidos,
15818,SteelWave Technologies,86B8YLHGOB,,,,,2024-01-04,Distribuidor de Fluidos,
15819,SteelWave Technologies,SKLLLD921T,,,,,2024-01-04,Distribuidor de Fluidos,
15820,SteelWave Technologies,ZK3K06JHD2,,,,,2024-01-04,Distribuidor de Fluidos,
15821,SteelWave Technologies,7BKNRHZY3G,,,,,2024-01-04,Distribuidor de Fluidos,
15822,SteelWave Technologies,2Z656QQVTR,,,,,2024-01-04,Distribuidor de Fluidos,
15823,SteelWave Technologies,ZHQS1S3GDU,,,,,2024-01-04,Distribuidor de Fluidos,
15824,SteelWave Technologies,D9TS9FMWO7,,,,,2024-01-04,Distribuidor de Fluidos,
15825,SteelWave Technologies,N1OKEGJZHF,,,,,2024-01-04,Distribuidor de Fluidos,
15826,SteelWave Technologies,DURKQS75O7,,,,,2024-01-04,Distribuidor de Fluidos,
15827,SteelWave Technologies,5HS11CCFE0,,,,,2024-01-04,Distribuidor de Fluidos,
15828,SteelWave Technologies,JYR9NGNCVO,,,,,2024-01-04,Distribuidor de Fluidos,
15829,SteelWave Technologies,U75SCR7AQ3,,,,,2024-01-04,Distribuidor de Fluidos,
15830,SteelWave Technologies,1FV55MH68H,894.0,0.0,0.0,894.0,2024-01-04,Distribuidor de Fluidos,0.0
15831,SteelWave Technologies,C1ZCR0IBTS,,,,,2024-01-04,Distribuidor de Fluidos,
15832,SteelWave Technologies,O0V7MV171O,,,,,2024-01-04,Distribuidor de Fluidos,
15833,SteelWave Technologies,QOBAGCD956,,,,,2024-01-04,Distribuidor de Fluidos,
15834,SteelWave Technologies,9FS1X5VVHT,,,,,2024-01-04,Distribuidor de Fluidos,
15835,SteelWave Technologies,VNLM798KNG,,,,,2024-01-04,Distribuidor de Fluidos,
15836,SteelWave Technologies,3ESPONUGR2,,,,,2024-01-04,Distribuidor de Fluidos,
15837,SteelWave Technologies,R4M1MGT0CJ,,,,,2024-01-04,Distribuidor de Fluidos,
15838,SteelWave Technologies,KNWKW069HR,,,,,2024-01-04,Distribuidor de Fluidos,
15839,SteelWave Technologies,OAZK3BK5RZ,,,,,2024-01-04,Distribuidor de Fluidos,
15840,SteelWave Technologies,CD5O7MFY77,,,,,2024-01-04,Distribuidor de Fluidos,
15841,SteelWave Technologies,FCKJO1TP91,,,,,2024-01-04,Distribuidor de Fluidos,
15842,SteelWave Technologies,YC296XL5F3,,,,,2024-01-04,Distribuidor de Fluidos,
15843,SteelWave Technologies,506RVD1OYO,,,,,2024-01-04,Distribuidor de Fluidos,
15844,SteelWave Technologies,LQXKNLXIL4,,,,,2024-01-04,Distribuidor de Fluidos,
15845,SteelWave Technologies,FXS5JR0Y2Q,,,,,2024-01-04,Distribuidor de Fluidos,
15846,SteelWave Technologies,RJO0XT9XLJ,,,,,2024-01-04,Distribuidor de Fluidos,
15847,SteelWave Technologies,VZU450OAM7,,,,,2024-01-04,Distribuidor de Fluidos,
15848,SteelWave Technologies,NQ9V90TCON,,,,,2024-01-04,Distribuidor de Fluidos,
15849,SteelWave Technologies,OPDRL9JZDC,,,,,2024-01-04,Distribuidor de Fluidos,
15850,SteelWave Technologies,M225OOMVDD,,,,,2024-01-04,Distribuidor de Fluidos,
15851,SteelWave Technologies,RCMOEORM75,,,,,2024-01-04,Distribuidor de Fluidos,
15852,SteelWave Technologies,ODWIPCOJHZ,,,,,2024-01-04,Distribuidor de Fluidos,
15853,SteelWave Technologies,Z7YKK8QPBY,,,,,2024-01-04,Distribuidor de Fluidos,
15854,MegaForge Equipamentos,953NSTU4JE,,,,,2024-01-04,Recicladora de Plásticos,
15855,MegaForge Equipamentos,L24BILBZ3B,5.0,0.0,0.0,5.0,2024-01-04,Recicladora de Plásticos,0.0
15856,ProTech Equipamentos,4YYEWOTERM,30.0,0.0,0.0,30.0,2024-01-04,Máquina de Lavagem,0.0
15857,FusionMax Equipamentos,VVB04MUGW5,11.0,0.0,8.0,19.0,2024-01-04,Máquina de Geração de Energia,7.0
15858,FusionMax Equipamentos,YD4E4BK2PQ,18.0,0.0,0.0,18.0,2024-01-04,Máquina de Geração de Energia,0.0
15859,TitanForce Equipamentos,OAYZQZ330V,,,,,2024-01-04,Máquina de Costura Industrial,
15860,TitanForce Equipamentos,RIPAESUA0C,,,,,2024-01-04,Máquina de Costura Industrial,
15861,CoreLine Equipamentos,XOFU1SYIQM,0.0,0.0,16.0,16.0,2024-01-04,Gerador de Energia Elétrica,16.0
15862,IronMax Equipamentos,V85P8RO9NC,0.0,0.0,0.0,0.0,2024-01-04,Engraxadeira,0.0
15863,IronMax Equipamentos,4OBH84KAVP,,,,,2024-01-04,Engraxadeira,
15864,IronMax Equipamentos,YD1HQP6WT8,54.0,0.0,43.0,97.0,2024-01-04,Engraxadeira,43.0
15865,MetalGear Equipamentos,777X2NQY7N,,,,,2024-01-04,Pulverizador,
15866,PowerTech Equipamentos,7FDOUE00D5,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15867,PowerTech Equipamentos,4Y0MZOOV5H,0.0,0.0,1.0,1.0,2024-01-04,Máquina de Corte de Vidro,1.0
15868,PowerTech Equipamentos,PNLCF9QYS7,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15869,PowerTech Equipamentos,GVTILK306L,12.0,0.0,2.0,14.0,2024-01-04,Máquina de Corte de Vidro,2.0
15870,PowerTech Equipamentos,PGRNQNKA97,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15871,PowerTech Equipamentos,2D00R7VJFF,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15872,PowerTech Equipamentos,H55OHIA9NZ,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15873,PowerTech Equipamentos,SPVT4Y0A45,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Vidro,0.0
15874,SteelPro Equipamentos,WVNR69N3DF,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15875,SteelPro Equipamentos,7ZL7N7QGRW,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15876,SteelPro Equipamentos,9EPRBJOY21,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15877,SteelPro Equipamentos,ETSU2VU3QT,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15878,SteelPro Equipamentos,S1NDFEAA1K,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15879,SteelPro Equipamentos,DF1Q5NYWZV,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15880,SteelPro Equipamentos,WRHGH8DAPT,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte por Jato de Água,0.0
15881,FusionWave Equipamentos,S1SY87S5LE,16.0,0.0,0.0,16.0,2024-01-04,Sistema de Armazenamento de Materiais,0.0
15882,FusionWave Equipamentos,HSZ422B1Y0,38.0,0.0,0.0,38.0,2024-01-04,Sistema de Armazenamento de Materiais,0.0
15883,FusionWave Equipamentos,UYYU0H0170,153.0,0.0,29.0,182.0,2024-01-04,Sistema de Armazenamento de Materiais,29.0
15884,PrimeForge Equipamentos,298AKNDCCQ,,,,,2024-01-04,Secadora,
15885,PrimeForge Equipamentos,YE4O8OEHYJ,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15886,PrimeForge Equipamentos,G3VPGLZ0K8,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15887,PrimeForge Equipamentos,7XMNIKXUOY,,,,,2024-01-04,Secadora,
15888,PrimeForge Equipamentos,O0F07V4KGZ,,,,,2024-01-04,Secadora,
15889,PrimeForge Equipamentos,V0UIZ5SRU1,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15890,PrimeForge Equipamentos,SE0EKE8Q65,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15891,PrimeForge Equipamentos,N3ES0WOXYP,4.0,0.0,0.0,4.0,2024-01-04,Secadora,0.0
15892,PrimeForge Equipamentos,9WRUG0YBL3,10.0,0.0,3.0,13.0,2024-01-04,Secadora,3.0
15893,PrimeForge Equipamentos,UU02SEPMJP,38.0,0.0,0.0,38.0,2024-01-04,Secadora,0.0
15894,PrimeForge Equipamentos,84YHMRJA77,,,,,2024-01-04,Secadora,
15895,PrimeForge Equipamentos,3AJ0P13R3I,,,,,2024-01-04,Secadora,
15896,PrimeForge Equipamentos,X740WV256L,8.0,0.0,0.0,8.0,2024-01-04,Secadora,0.0
15897,PrimeForge Equipamentos,O2YEG1ALD5,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15898,PrimeForge Equipamentos,D9L20J2UHY,,,,,2024-01-04,Secadora,
15899,PrimeForge Equipamentos,DJZEW1VNRM,8.0,0.0,0.0,8.0,2024-01-04,Secadora,0.0
15900,PrimeForge Equipamentos,14L1M6BETH,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15901,PrimeForge Equipamentos,VK96Y2DDP6,8.0,0.0,4.0,12.0,2024-01-04,Secadora,4.0
15902,PrimeForge Equipamentos,U8PG2REXPR,2.0,0.0,0.0,2.0,2024-01-04,Secadora,0.0
15903,PrimeForge Equipamentos,KPENEIEWMU,39.0,0.0,0.0,39.0,2024-01-04,Secadora,0.0
15904,PrimeForge Equipamentos,U5FKFD6ITJ,7.0,0.0,0.0,7.0,2024-01-04,Secadora,0.0
15905,PrimeForge Equipamentos,28U6LVVPMA,53.0,0.0,0.0,53.0,2024-01-04,Secadora,0.0
15906,PrimeForge Equipamentos,M0TSFOATRD,8.0,0.0,0.0,8.0,2024-01-04,Secadora,0.0
15907,PrimeForge Equipamentos,CH6KYGT9Z7,17.0,0.0,0.0,17.0,2024-01-04,Secadora,0.0
15908,PrimeForge Equipamentos,GWFN6CTY1G,41.0,0.0,0.0,41.0,2024-01-04,Secadora,0.0
15909,PrimeForge Equipamentos,ZFVBWT00NH,12.0,0.0,0.0,12.0,2024-01-04,Secadora,0.0
15910,PrimeForge Equipamentos,4M3S46TXXP,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15911,PrimeForge Equipamentos,B9LGVHAM00,3.0,0.0,0.0,3.0,2024-01-04,Secadora,0.0
15912,PrimeForge Equipamentos,J83RH955AB,47.0,0.0,0.0,47.0,2024-01-04,Secadora,0.0
15913,PrimeForge Equipamentos,UC40N0W1XQ,14.0,0.0,0.0,14.0,2024-01-04,Secadora,0.0
15914,PrimeForge Equipamentos,X0IIJYJFNP,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15915,PrimeForge Equipamentos,DGIZF7FGD0,33.0,0.0,0.0,33.0,2024-01-04,Secadora,0.0
15916,PrimeForge Equipamentos,J0Z8D9MWVZ,,,,,2024-01-04,Secadora,
15917,PrimeForge Equipamentos,2ZH7YEMTKC,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15918,PrimeForge Equipamentos,7GLEWQEPYS,21.0,0.0,0.0,21.0,2024-01-04,Secadora,0.0
15919,PrimeForge Equipamentos,MWQ3WXN2ZZ,22.0,0.0,0.0,22.0,2024-01-04,Secadora,0.0
15920,PrimeForge Equipamentos,0LNAJD7WYH,28.0,0.0,0.0,28.0,2024-01-04,Secadora,0.0
15921,PrimeForge Equipamentos,3DGWPUS5E1,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15922,PrimeForge Equipamentos,PKVWNKO929,83.0,0.0,0.0,83.0,2024-01-04,Secadora,0.0
15923,PrimeForge Equipamentos,FMYTVZJQDZ,65.0,0.0,0.0,65.0,2024-01-04,Secadora,0.0
15924,PrimeForge Equipamentos,ZK5XBQDBB5,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15925,PrimeForge Equipamentos,3M6XYAPIK0,6.0,0.0,0.0,6.0,2024-01-04,Secadora,0.0
15926,PrimeForge Equipamentos,YBA13ZF5LA,53.0,0.0,0.0,53.0,2024-01-04,Secadora,0.0
15927,PrimeForge Equipamentos,Z7KWJEAWP3,0.0,0.0,26.0,26.0,2024-01-04,Secadora,26.0
15928,PrimeForge Equipamentos,CWYOQ66SZD,,,,,2024-01-04,Secadora,
15929,PrimeForge Equipamentos,UWXND86H8T,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15930,PrimeForge Equipamentos,RQNXA7ENKC,,,,,2024-01-04,Secadora,
15931,PrimeForge Equipamentos,4MCRK4H7WU,,,,,2024-01-04,Secadora,
15932,PrimeForge Equipamentos,3KXCU1Y7YM,124.0,0.0,0.0,124.0,2024-01-04,Secadora,0.0
15933,PrimeForge Equipamentos,ZV8IIRMFKJ,,,,,2024-01-04,Secadora,
15934,PrimeForge Equipamentos,L4OMHPYAWD,,,,,2024-01-04,Secadora,
15935,PrimeForge Equipamentos,PSJEL8VBSY,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15936,PrimeForge Equipamentos,ETJH53XO0L,38.0,0.0,0.0,38.0,2024-01-04,Secadora,0.0
15937,PrimeForge Equipamentos,S8P1R72NM7,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15938,PrimeForge Equipamentos,2VBTBKZL7A,2.0,0.0,4.0,6.0,2024-01-04,Secadora,4.0
15939,PrimeForge Equipamentos,U116SY2JRS,,,,,2024-01-04,Secadora,
15940,PrimeForge Equipamentos,38G2CPH1RT,0.0,0.0,0.0,0.0,2024-01-04,Secadora,0.0
15941,PrimeForge Equipamentos,KMSAY0JFJU,21.0,0.0,0.0,21.0,2024-01-04,Secadora,0.0
15942,PrimeForge Equipamentos,H9KELOA6JD,,,,,2024-01-04,Secadora,
15943,PrimeForge Equipamentos,OT4M4YGUJ0,,,,,2024-01-04,Secadora,
15944,MegaSteel Equipamentos,NNU5M107R4,3.0,0.0,2.0,5.0,2024-01-04,Equipamento de Desempeno,2.0
15945,MegaSteel Equipamentos,CHAB08J0RB,102.0,0.0,21.0,123.0,2024-01-04,Equipamento de Desempeno,21.0
15946,MegaSteel Equipamentos,JP4VWO3YSI,2.0,0.0,0.0,2.0,2024-01-04,Equipamento de Desempeno,0.0
15947,MegaSteel Equipamentos,RTIB54W81G,10.0,0.0,17.0,27.0,2024-01-04,Equipamento de Desempeno,17.0
15948,MegaSteel Equipamentos,R189R8NEZS,1.0,0.0,0.0,1.0,2024-01-04,Equipamento de Desempeno,0.0
15949,MegaSteel Equipamentos,KQOCO8COK5,77.0,0.0,0.0,77.0,2024-01-04,Equipamento de Desempeno,0.0
15950,MegaSteel Equipamentos,OVZ2QFF91W,0.0,0.0,0.0,0.0,2024-01-04,Equipamento de Desempeno,0.0
15951,MegaSteel Equipamentos,QK0TMG8NLE,1.0,0.0,5.0,6.0,2024-01-04,Equipamento de Desempeno,5.0
15952,MegaSteel Equipamentos,F4IEW9MI4Q,2.0,0.0,0.0,2.0,2024-01-04,Equipamento de Desempeno,0.0
15953,MegaSteel Equipamentos,UHNCVAJL6H,0.0,0.0,0.0,0.0,2024-01-04,Equipamento de Desempeno,0.0
15954,MegaSteel Equipamentos,D3Z7WJBJUY,0.0,0.0,0.0,0.0,2024-01-04,Equipamento de Desempeno,0.0
15955,MegaSteel Equipamentos,B62EFXAOT5,0.0,0.0,0.0,0.0,2024-01-04,Equipamento de Desempeno,0.0
15956,ProLine Equipamentos,L0VCKEYUVM,,,,,2024-01-04,Enroladora,
15957,ProLine Equipamentos,TPU4IDLQYB,,,,,2024-01-04,Enroladora,
15958,ProLine Equipamentos,0VRROPKOH8,,,,,2024-01-04,Enroladora,
15959,TitanCraft Equipamentos,FMI0RWQB97,0.0,0.0,0.0,0.0,2024-01-04,Equipamento de Teste de Pressão,0.0
15960,TitanCraft Equipamentos,RX7G8AM5XH,5.0,0.0,0.0,5.0,2024-01-04,Equipamento de Teste de Pressão,0.0
15961,CoreTech Equipamentos,2CB8GQL791,,,,,2024-01-04,Máquina de Corte de Plástico,
15962,CoreTech Equipamentos,13J9XCZOG0,,,,,2024-01-04,Máquina de Corte de Plástico,
15963,CoreTech Equipamentos,ASKWTYK9QB,,,,,2024-01-04,Máquina de Corte de Plástico,
15964,CoreTech Equipamentos,90WN47HKDE,20.0,0.0,40.0,60.0,2024-01-04,Máquina de Corte de Plástico,40.0
15965,CoreTech Equipamentos,CSQTUTG5B1,,,,,2024-01-04,Máquina de Corte de Plástico,
15966,CoreTech Equipamentos,EBJM947WDP,,,,,2024-01-04,Máquina de Corte de Plástico,
15967,CoreTech Equipamentos,V3B6EBG8N5,,,,,2024-01-04,Máquina de Corte de Plástico,
15968,CoreTech Equipamentos,XCDHX0XEKC,,,,,2024-01-04,Máquina de Corte de Plástico,
15969,CoreTech Equipamentos,41WNMOQKYG,,,,,2024-01-04,Máquina de Corte de Plástico,
15970,CoreTech Equipamentos,V80GJEFQ7M,,,,,2024-01-04,Máquina de Corte de Plástico,
15971,CoreTech Equipamentos,DY26E54DC8,,,,,2024-01-04,Máquina de Corte de Plástico,
15972,CoreTech Equipamentos,DM2OCSJTWU,,,,,2024-01-04,Máquina de Corte de Plástico,
15973,CoreTech Equipamentos,OTZNUH9UE2,,,,,2024-01-04,Máquina de Corte de Plástico,
15974,CoreTech Equipamentos,7ALRP2CS6A,,,,,2024-01-04,Máquina de Corte de Plástico,
15975,CoreTech Equipamentos,1GV84XCN8I,,,,,2024-01-04,Máquina de Corte de Plástico,
15976,CoreTech Equipamentos,YH9S21CZFR,,,,,2024-01-04,Máquina de Corte de Plástico,
15977,CoreTech Equipamentos,MX277RBMJU,,,,,2024-01-04,Máquina de Corte de Plástico,
15978,CoreTech Equipamentos,C0C3CS63IP,,,,,2024-01-04,Máquina de Corte de Plástico,
15979,CoreTech Equipamentos,DIJY6MX7BW,204.0,0.0,0.0,204.0,2024-01-04,Máquina de Corte de Plástico,0.0
15980,CoreTech Equipamentos,W15M4TI3DY,,,,,2024-01-04,Máquina de Corte de Plástico,
15981,CoreTech Equipamentos,GB96I54PQ1,,,,,2024-01-04,Máquina de Corte de Plástico,
15982,CoreTech Equipamentos,Y6BPD1O0W9,0.0,0.0,71.0,71.0,2024-01-04,Máquina de Corte de Plástico,71.0
15983,CoreTech Equipamentos,WP2R0LN87K,,,,,2024-01-04,Máquina de Corte de Plástico,
15984,CoreTech Equipamentos,ESQ5F2A42L,,,,,2024-01-04,Máquina de Corte de Plástico,
15985,CoreTech Equipamentos,8ZL75A4EV3,0.0,0.0,0.0,0.0,2024-01-04,Máquina de Corte de Plástico,0.0
15986,CoreTech Equipamentos,W3DP78S7SO,238.0,0.0,0.0,238.0,2024-01-04,Máquina de Corte de Plástico,0.0
15987,CoreTech Equipamentos,TYN0H9WBUB,,,,,2024-01-04,Máquina de Corte de Plástico,
15988,CoreTech Equipamentos,FXRCTZHS2V,,,,,2024-01-04,Máquina de Corte de Plástico,
15989,CoreTech Equipamentos,BGM968SANR,,,,,2024-01-04,Máquina de Corte de Plástico,
15990,CoreTech Equipamentos,2A5UR9QWT2,164.0,0.0,0.0,164.0,2024-01-04,Máquina de Corte de Plástico,0.0
15991,CoreTech Equipamentos,43NLJEP9WU,295.0,0.0,0.0,295.0,2024-01-04,Máquina de Corte de Plástico,0.0
15992,CoreTech Equipamentos,JV54ZM2R9R,,,,,2024-01-04,Máquina de Corte de Plástico,
15993,FusionTech Equipamentos,QTW3IK5Q2A,682.0,0.0,0.0,682.0,2024-01-04,Máquina de Usinagem,0.0
15994,FusionTech Equipamentos,VRF8R6E14I,,,,,2024-01-04,Máquina de Usinagem,
15995,FusionTech Equipamentos,49YL67GNCC,,,,,2024-01-04,Máquina de Usinagem,
15996,FusionTech Equipamentos,WC3NXSZ1SQ,,,,,2024-01-04,Máquina de Usinagem,
15997,FusionTech Equipamentos,LN2YB2WB2W,,,,,2024-01-04,Máquina de Usinagem,
15998,FusionTech Equipamentos,683JHJ6TH0,173.0,0.0,0.0,173.0,2024-01-04,Máquina de Usinagem,0.0
15999,FusionTech Equipamentos,IEU8G3T1NG,,,,,2024-01-04,Máquina de Usinagem,
16000,FusionTech Equipamentos,R7H7VU3EF9,165.0,0.0,0.0,165.0,2024-01-04,Máquina de Usinagem,0.0
16001,MetalMax Equipamentos,ERD0IQ2KBF,0.0,0.0,5.0,5.0,2024-01-04,Misturador de Cores,5.0
